GALEXASCJ00002;     survey; Equatorial; J2000; 00:00:21.2; +31:01:17.9; Heliocentric; Optical; 566.0;  N;
SDSSJ133625.55;     survey; Equatorial; J2000; 13:36:25.6; +18:17:53.5; Heliocentric; Optical; 954.1;  N;
UGCA365;            survey; Equatorial; J2000; 13:36:31.3; -29:14:03.5; Heliocentric; Optical; 572.6;  N;
MCG+08-25-028;      survey; Equatorial; J2000; 13:36:45.0; +44:35:57.4; Heliocentric; Optical; 476.7;  N;
MESSIER083;         survey; Equatorial; J2000; 13:37:00.9; -29:51:55.5; Heliocentric; Optical; 512.9;  N;
ESO444-G084;        survey; Equatorial; J2000; 13:37:19.9; -28:02:38.8; Heliocentric; Optical; 587.0;  N;
UGC08614;           survey; Equatorial; J2000; 13:37:26.2; +07:38:40.0; Heliocentric; Optical; 1045.4; N;
NGC5248;            survey; Equatorial; J2000; 13:37:32.0; +08:53:06.9; Heliocentric; Optical; 1150.9; N;
NGC5247;            survey; Equatorial; J2000; 13:38:03.0; -17:53:03.1; Heliocentric; Optical; 1356.0; N;
DDO180;             survey; Equatorial; J2000; 13:38:10.3; -09:48:07.5; Heliocentric; Optical; 1298.1; N;
UGC08629;           survey; Equatorial; J2000; 13:38:30.6; +08:26:32.4; Heliocentric; Optical; 1021.1; N;
WISEAJ133850.7;     survey; Equatorial; J2000; 13:38:50.8; +08:06:29.1; Heliocentric; Optical; 1188.1; N;
WISEAJ133922.3;     survey; Equatorial; J2000; 13:39:22.4; +31:14:57.5; Heliocentric; Optical; 703.0;  N;
WISEAJ133931.5;     survey; Equatorial; J2000; 13:39:31.5; +39:25:59.6; Heliocentric; Optical; 683.1;  N;
WISEAJ133942.7;     survey; Equatorial; J2000; 13:39:42.7; +39:08:10.6; Heliocentric; Optical; 671.8;  N;
SDSSJ133945.08;     survey; Equatorial; J2000; 13:39:45.1; +39:08:09.4; Heliocentric; Optical; 682.0;  N;
UGC08651;           survey; Equatorial; J2000; 13:39:53.8; +40:44:20.7; Heliocentric; Optical; 201.8;  N;
IC4316;             survey; Equatorial; J2000; 13:40:18.5; -28:53:29.9; Heliocentric; Optical; 581.9;  N;
WISEAJ134112.3;     survey; Equatorial; J2000; 13:41:12.3; +55:35:09.2; Heliocentric; Optical; 714.1;  N;
UGCA371;            survey; Equatorial; J2000; 13:41:19.3; +43:17:29.0; Heliocentric; Optical; 1241.0; N;
WISEAJ134134.8;     survey; Equatorial; J2000; 13:41:34.8; +38:31:44.7; Heliocentric; Optical; 1352.0; N;
NGC5264;            survey; Equatorial; J2000; 13:41:36.7; -29:54:47.1; Heliocentric; Optical; 477.9;  N;
UGC08667;           survey; Equatorial; J2000; 13:41:42.4; +38:29:56.6; Heliocentric; Optical; 1368.0; N;
UGCA372;            survey; Equatorial; J2000; 13:41:56.5; +30:31:09.7; Heliocentric; Optical; 958.2;  N;
WISEAJ134357.1;     survey; Equatorial; J2000; 13:43:57.1; +36:19:59.4; Heliocentric; Optical; 929.4;  N;
SDSSJ134506.51;     survey; Equatorial; J2000; 13:45:06.5; +06:31:10.4; Heliocentric; Optical; 1017.0; N;
KUG1344+214;        survey; Equatorial; J2000; 13:46:28.1; +21:09:57.4; Heliocentric; Optical; 918.9;  N;
WISEAJ134722.1;     survey; Equatorial; J2000; 13:47:22.1; +38:18:10.0; Heliocentric; Optical; 1339.0; N;
WISEAJ134731.3;     survey; Equatorial; J2000; 13:47:31.4; +39:22:28.0; Heliocentric; Optical; 1276.0; N;
WISEAJ134736.6;     survey; Equatorial; J2000; 13:47:36.6; +33:12:25.3; Heliocentric; Optical; 770.0;  N;
WISEAJ134757.4;     survey; Equatorial; J2000; 13:47:57.4; +04:18:49.5; Heliocentric; Optical; 1048.0; N;
NGC5300;            survey; Equatorial; J2000; 13:48:16.0; +03:57:03.1; Heliocentric; Optical; 1171.0; N;
SDSSJ134822.75;     survey; Equatorial; J2000; 13:48:22.8; +08:12:41.8; Heliocentric; Optical; 1160.0; N;
WISEAJ134837.1;     survey; Equatorial; J2000; 13:48:37.4; +58:18:03.6; Heliocentric; Optical; 299.8;  N;
GALEXASCJ13490;     survey; Equatorial; J2000; 13:49:09.7; -12:45:42.8; Heliocentric; Optical; 1393.9; N;
WISEAJ134913.6;     survey; Equatorial; J2000; 13:49:13.6; +22:35:24.2; Heliocentric; Optical; 946.3;  N;
UGC08756;           survey; Equatorial; J2000; 13:50:35.9; +42:32:28.4; Heliocentric; Optical; 1323.0; N;
UGC08760;           survey; Equatorial; J2000; 13:50:50.7; +38:01:08.4; Heliocentric; Optical; 193.1;  N;
WISEAJ135205.6;     survey; Equatorial; J2000; 13:52:05.6; +05:45:53.9; Heliocentric; Optical; 984.0;  N;
NGC5334;            survey; Equatorial; J2000; 13:52:54.5; -01:06:52.0; Heliocentric; Optical; 1385.9; N;
UGC08799;           survey; Equatorial; J2000; 13:53:19.9; +05:46:17.9; Heliocentric; Optical; 1046.0; N;
NGC5338;            survey; Equatorial; J2000; 13:53:26.6; +05:12:27.6; Heliocentric; Optical; 809.8;  N;
GALEXASCJ13535;     survey; Equatorial; J2000; 13:53:53.8; +04:53:16.1; Heliocentric; Optical; 1279.8; N;
WISEAJ135407.4;     survey; Equatorial; J2000; 13:54:07.4; +53:47:12.8; Heliocentric; Optical; 297.0;  N;
GALEXASCJ13543;     survey; Equatorial; J2000; 13:54:33.6; +04:14:38.3; Heliocentric; Optical; 287.2;  N;
HolmbergIV;         survey; Equatorial; J2000; 13:54:45.8; +53:54:11.9; Heliocentric; Optical; 143.9;  N;
NGC5356;            survey; Equatorial; J2000; 13:54:58.4; +05:20:01.1; Heliocentric; Optical; 1370.7; N;
SDSSJ135502.70;     survey; Equatorial; J2000; 13:55:02.7; +05:05:25.2; Heliocentric; Optical; 1396.7; N;
ESO510-G015;        survey; Equatorial; J2000; 13:55:03.7; -23:12:53.6; Heliocentric; Optical; 1356.6; N;
WISEAJ135522.3;     survey; Equatorial; J2000; 13:55:22.4; -00:52:37.0; Heliocentric; Optical; 1388.0; N;
UGC08839;           survey; Equatorial; J2000; 13:55:25.0; +17:47:41.8; Heliocentric; Optical; 956.9;  N;
NGC5360;            survey; Equatorial; J2000; 13:55:38.8; +04:59:06.4; Heliocentric; Optical; 1179.3; N;
NGC5363;            survey; Equatorial; J2000; 13:56:07.2; +05:15:17.2; Heliocentric; Optical; 1138.9; N;
WISEAJ135625.3;     survey; Equatorial; J2000; 13:56:25.4; +04:19:35.4; Heliocentric; Optical; 1099.1; N;
UGC08857;           survey; Equatorial; J2000; 13:56:26.6; +04:23:48.3; Heliocentric; Optical; 1109.6; N;
WISEAJ135714.0;     survey; Equatorial; J2000; 13:57:14.0; +04:18:26.3; Heliocentric; Optical; 1222.1; N;
UGC08882;           survey; Equatorial; J2000; 13:57:14.7; +54:06:03.2; Heliocentric; Optical; 343.5;  N;
GALEXASCJ13572;     survey; Equatorial; J2000; 13:57:23.8; +05:34:28.6; Heliocentric; Optical; 1055.0; N;
WISEAJ135737.3;     survey; Equatorial; J2000; 13:57:37.3; +39:28:54.2; Heliocentric; Optical; 1380.8; N;
MCG+09-23-021;      survey; Equatorial; J2000; 13:57:37.7; +51:58:26.2; Heliocentric; Optical; 614.6;  N;
WISEAJ135741.0;     survey; Equatorial; J2000; 13:57:41.0; +15:22:23.9; Heliocentric; Optical; 1258.0; N;
SDSSJ135749.50;     survey; Equatorial; J2000; 13:57:49.5; +42:13:29.5; Heliocentric; Optical; 1368.0; N;
SDSSJ135843.41;     survey; Equatorial; J2000; 13:58:43.4; +14:15:40.8; Heliocentric; Optical; 1289.0; N;
WISEAJ135845.0;     survey; Equatorial; J2000; 13:58:45.0; +24:09:05.0; Heliocentric; Optical; 970.0;  N;
SDSSJ135911.50;     survey; Equatorial; J2000; 13:59:11.5; +04:09:22.5; Heliocentric; Optical; 1226.5; N;
WISEAJ135919.2;     survey; Equatorial; J2000; 13:59:19.3; -03:35:27.7; Heliocentric; Optical; 1319.0; N;
WISEAJ135922.6;     survey; Equatorial; J2000; 13:59:22.7; -02:00:10.6; Heliocentric; Optical; 1199.2; N;
SDSSJ135929.36;     survey; Equatorial; J2000; 13:59:29.4; +03:53:15.5; Heliocentric; Optical; 92.1;   N;
WISEAJ140037.7;     survey; Equatorial; J2000; 14:00:37.7; +04:23:32.3; Heliocentric; Optical; 146.8;  N;
WISEAJ140056.9;     survey; Equatorial; J2000; 14:00:56.9; +04:24:09.4; Heliocentric; Optical; 907.3;  N;
WISEAJ140115.2;     survey; Equatorial; J2000; 14:01:15.3; +35:19:53.8; Heliocentric; Optical; 98.9;   N;
WISEAJ140138.2;     survey; Equatorial; J2000; 14:01:38.2; +04:11:04.0; Heliocentric; Optical; 84.0;   N;
WISEAJ140205.1;     survey; Equatorial; J2000; 14:02:05.2; +53:59:15.6; Heliocentric; Optical; 113.9;  N;
WISEAJ140221.8;     survey; Equatorial; J2000; 14:02:21.8; +61:39:03.3; Heliocentric; Optical; 1210.0; N;
WISEAJ140236.1;     survey; Equatorial; J2000; 14:02:36.1; +39:13:13.1; Heliocentric; Optical; 1326.4; N;
MESSIER101;         survey; Equatorial; J2000; 14:03:12.5; +54:20:56.2; Heliocentric; Optical; 241.0;  N;
SDSSJ140321.45;     survey; Equatorial; J2000; 14:03:21.5; +58:04:03.4; Heliocentric; Optical; 692.9;  N;
ESO510-IG052;       survey; Equatorial; J2000; 14:03:34.6; -27:16:47.4; Heliocentric; Optical; 1326.9; N;
SBS1401+490;        survey; Equatorial; J2000; 14:03:44.7; +48:45:58.8; Heliocentric; Optical; 756.8;  N;
IC4363;             survey; Equatorial; J2000; 14:04:12.3; -09:38:30.3; Heliocentric; Optical; 848.1;  N;
UGC08986;           survey; Equatorial; J2000; 14:04:15.8; +04:06:43.8; Heliocentric; Optical; 1245.0; N;
UGC08995;           survey; Equatorial; J2000; 14:04:47.4; +08:48:03.8; Heliocentric; Optical; 1233.9; N;
NGC5474;            survey; Equatorial; J2000; 14:05:01.6; +53:39:44.2; Heliocentric; Optical; 262.0;  N;
NGC5477;            survey; Equatorial; J2000; 14:05:33.3; +54:27:40.2; Heliocentric; Optical; 314.8;  N;
WISEAJ140549.5;     survey; Equatorial; J2000; 14:05:49.5; +36:59:43.8; Heliocentric; Optical; 869.4;  N;
NGC5470;            survey; Equatorial; J2000; 14:06:31.9; +06:01:46.9; Heliocentric; Optical; 1015.6; N;
WISEAJ140724.0;     survey; Equatorial; J2000; 14:07:24.0; +28:31:50.2; Heliocentric; Optical; 299.8;  N;
NGC5486;            survey; Equatorial; J2000; 14:07:25.0; +55:06:11.6; Heliocentric; Optical; 1367.8; N;
SDSSJ140749.39;     survey; Equatorial; J2000; 14:07:49.4; +46:48:24.2; Heliocentric; Optical; 691.2;  N;
SDSSJ140803.59;     survey; Equatorial; J2000; 14:08:03.6; +43:46:18.0; Heliocentric; Optical; 89.9;   N;
WISEAJ140815.6;     survey; Equatorial; J2000; 14:08:15.6; +43:45:40.6; Heliocentric; Optical; 157.1;  N;
WISEAJ141005.8;     survey; Equatorial; J2000; 14:10:05.8; -01:34:49.0; Heliocentric; Optical; -12.3;  N;
WISEAJ141043.9;     survey; Equatorial; J2000; 14:10:43.9; -00:52:42.4; Heliocentric; Optical; 325.3;  N;
NGC5523;            survey; Equatorial; J2000; 14:14:52.4; +25:19:03.7; Heliocentric; Optical; 1043.9; N;
WISEAJ141453.3;     survey; Equatorial; J2000; 14:14:53.4; +55:03:19.6; Heliocentric; Optical; 1289.1; N;
KUG1413+573;        survey; Equatorial; J2000; 14:15:09.4; +57:05:13.2; Heliocentric; Optical; 320.2;  N;
WISEAJ141544.3;     survey; Equatorial; J2000; 14:15:44.4; +33:20:52.9; Heliocentric; Optical; 972.9;  N;
UGC09128;           survey; Equatorial; J2000; 14:15:56.3; +23:03:18.0; Heliocentric; Optical; 152.9;  N;
SBS1415+437;        survey; Equatorial; J2000; 14:17:01.4; +43:30:06.1; Heliocentric; Optical; 616.1;  N;
WISEAJ141830.3;     survey; Equatorial; J2000; 14:18:30.4; +51:42:51.9; Heliocentric; Optical; 730.2;  N;
WISEAJ141853.5;     survey; Equatorial; J2000; 14:18:53.5; +09:17:29.5; Heliocentric; Optical; 1201.4; N;
UGC09169;           survey; Equatorial; J2000; 14:19:44.6; +09:21:45.2; Heliocentric; Optical; 1271.7; N;
NGC5585;            survey; Equatorial; J2000; 14:19:48.2; +56:43:46.1; Heliocentric; Optical; 303.1;  N;
NGC5556;            survey; Equatorial; J2000; 14:20:34.1; -29:14:29.7; Heliocentric; Optical; 1384.1; N;
CGCG219-069;        survey; Equatorial; J2000; 14:20:40.3; +40:18:55.3; Heliocentric; Optical; 1294.0; N;
WISEAJ142044.5;     survey; Equatorial; J2000; 14:20:44.5; +08:37:35.7; Heliocentric; Optical; 1298.1; N;
SDSSJ142049.04;     survey; Equatorial; J2000; 14:20:49.0; +51:20:36.8; Heliocentric; Optical; 598.1;  N;
GALEXMSCJ14205;     survey; Equatorial; J2000; 14:20:57.9; +00:19:03.6; Heliocentric; Optical; 94.4;   N;
WISEAJ142110.3;     survey; Equatorial; J2000; 14:21:10.4; -29:15:04.8; Heliocentric; Optical; 1262.1; N;
ESO446-G053;        survey; Equatorial; J2000; 14:21:17.1; -29:15:49.9; Heliocentric; Optical; 1381.1; N;
SDSSJ142212.16;     survey; Equatorial; J2000; 14:22:12.2; -01:53:28.6; Heliocentric; Optical; 1023.3; N;
UGC09211;           survey; Equatorial; J2000; 14:22:32.2; +45:23:01.9; Heliocentric; Optical; 685.9;  N;
NGC5608;            survey; Equatorial; J2000; 14:23:17.9; +41:46:32.8; Heliocentric; Optical; 663.1;  N;
UGC09215;           survey; Equatorial; J2000; 14:23:27.1; +01:43:34.4; Heliocentric; Optical; 1397.0; N;
WISEAJ142343.6;     survey; Equatorial; J2000; 14:23:43.7; +05:52:36.4; Heliocentric; Optical; 1385.8; N;
UGC09225;           survey; Equatorial; J2000; 14:24:24.3; +08:16:34.5; Heliocentric; Optical; 1248.6; N;
UGC09240;           survey; Equatorial; J2000; 14:24:43.4; +44:31:33.7; Heliocentric; Optical; 149.9;  N;
WISEAJ142447.6;     survey; Equatorial; J2000; 14:24:47.6; +35:01:40.9; Heliocentric; Optical; 1199.2; N;
SDSSJ142457.70;     survey; Equatorial; J2000; 14:24:57.7; +33:03:05.7; Heliocentric; Optical; 1199.2; N;
WISEAJ142457.7;     survey; Equatorial; J2000; 14:24:57.9; +33:24:04.5; Heliocentric; Optical; 599.6;  N;
SDSSJ142522.25;     survey; Equatorial; J2000; 14:25:22.2; +34:58:52.7; Heliocentric; Optical; 599.6;  N;
WISEAJ142535.1;     survey; Equatorial; J2000; 14:25:35.2; +33:26:14.8; Heliocentric; Optical; 599.6;  N;
WISEAJ142540.4;     survey; Equatorial; J2000; 14:25:40.6; +33:01:14.8; Heliocentric; Optical; 1199.2; N;
SDSSJ142545.11;     survey; Equatorial; J2000; 14:25:45.1; +34:35:16.0; Heliocentric; Optical; 599.6;  N;
LCRSB142333.9-;     survey; Equatorial; J2000; 14:26:10.3; -03:56:21.9; Heliocentric; Optical; 989.0;  N;
SDSSJ142629.75;     survey; Equatorial; J2000; 14:26:29.8; +34:19:56.4; Heliocentric; Optical; 599.6;  N;
UGC09249;           survey; Equatorial; J2000; 14:26:59.8; +08:41:01.0; Heliocentric; Optical; 1371.6; N;
WISEAJ142704.0;     survey; Equatorial; J2000; 14:27:04.0; +33:14:20.7; Heliocentric; Optical; 599.6;  N;
WISEAJ142707.3;     survey; Equatorial; J2000; 14:27:07.4; +33:57:41.9; Heliocentric; Optical; 1199.2; N;
GALEXMSCJ14271;     survey; Equatorial; J2000; 14:27:15.4; +04:39:40.0; Heliocentric; Optical; 368.7;  N;
SDSSJ142718.81;     survey; Equatorial; J2000; 14:27:18.8; +33:21:55.5; Heliocentric; Optical; 1199.2; N;
2MASSJ14280168;     survey; Equatorial; J2000; 14:28:01.7; +21:17:55.9; Heliocentric; Optical; 1118.0; N;
IC1014;             survey; Equatorial; J2000; 14:28:18.4; +13:46:48.8; Heliocentric; Optical; 1287.6; N;
CGCG247-031;        survey; Equatorial; J2000; 14:28:21.7; +49:33:41.2; Heliocentric; Optical; 670.0;  N;
UGC09282;           survey; Equatorial; J2000; 14:28:41.4; +21:20:24.2; Heliocentric; Optical; 1132.9; N;
SDSSJ142922.16;     survey; Equatorial; J2000; 14:29:22.2; +33:29:28.4; Heliocentric; Optical; 599.6;  N;
WISEAJ142934.0;     survey; Equatorial; J2000; 14:29:34.1; +33:39:48.6; Heliocentric; Optical; 899.4;  N;
GALEXMSCJ14294;     survey; Equatorial; J2000; 14:29:44.1; +35:34:21.5; Heliocentric; Optical; 899.4;  N;
WISEAJ143011.2;     survey; Equatorial; J2000; 14:30:11.3; -03:35:52.6; Heliocentric; Optical; 689.5;  N;
WISEAJ143018.9;     survey; Equatorial; J2000; 14:30:19.0; +33:16:00.9; Heliocentric; Optical; 899.4;  N;
WISEAJ143048.6;     survey; Equatorial; J2000; 14:30:48.6; +07:09:26.1; Heliocentric; Optical; 1367.8; N;
WISEAJ143103.6;     survey; Equatorial; J2000; 14:31:03.7; +35:23:31.8; Heliocentric; Optical; 1199.2; N;
SDSSJ143104.24;     survey; Equatorial; J2000; 14:31:04.3; +34:53:27.9; Heliocentric; Optical; 599.6;  N;
WISEAJ143208.7;     survey; Equatorial; J2000; 14:32:08.8; +38:31:22.8; Heliocentric; Optical; 1377.0; N;
WISEAJ143217.5;     survey; Equatorial; J2000; 14:32:17.6; +35:16:19.0; Heliocentric; Optical; 899.4;  N;
CGCG133-084;        survey; Equatorial; J2000; 14:32:26.3; +23:16:41.0; Heliocentric; Optical; 1144.6; N;
WISEAJ143238.6;     survey; Equatorial; J2000; 14:32:38.7; +32:50:12.6; Heliocentric; Optical; 1397.5; N;
WISEAJ143239.9;     survey; Equatorial; J2000; 14:32:40.0; +34:10:30.5; Heliocentric; Optical; 899.4;  N;
WISEAJ143242.8;     survey; Equatorial; J2000; 14:32:42.8; +34:19:33.9; Heliocentric; Optical; 599.6;  N;
NGC5669;            survey; Equatorial; J2000; 14:32:43.9; +09:53:30.5; Heliocentric; Optical; 1368.0; N;
WISEAJ143307.5;     survey; Equatorial; J2000; 14:33:07.5; +35:44:55.5; Heliocentric; Optical; 599.6;  N;
SDSSJ143308.79;     survey; Equatorial; J2000; 14:33:08.8; +35:12:30.6; Heliocentric; Optical; 1199.2; N;
SDSSJ143316.04;     survey; Equatorial; J2000; 14:33:16.1; +34:45:03.6; Heliocentric; Optical; 599.6;  N;
WISEAJ143319.3;     survey; Equatorial; J2000; 14:33:19.3; +34:40:57.3; Heliocentric; Optical; 899.4;  N;
GALEXASCJ14332;     survey; Equatorial; J2000; 14:33:22.5; +34:30:53.3; Heliocentric; Optical; 1199.2; N;
SDSSJ143338.06;     survey; Equatorial; J2000; 14:33:38.1; +32:59:33.2; Heliocentric; Optical; 899.4;  N;
SDSSJ143338.57;     survey; Equatorial; J2000; 14:33:38.6; +35:45:41.6; Heliocentric; Optical; 599.6;  N;
SDSSJ143348.84;     survey; Equatorial; J2000; 14:33:48.9; +34:40:37.5; Heliocentric; Optical; 599.6;  N;
SDSSJ143410.24;     survey; Equatorial; J2000; 14:34:10.2; +35:12:08.5; Heliocentric; Optical; 599.6;  N;
SDSSJ143437.14;     survey; Equatorial; J2000; 14:34:37.2; +33:45:22.3; Heliocentric; Optical; 599.6;  N;
WISEAJ143437.1;     survey; Equatorial; J2000; 14:34:37.2; +34:42:46.2; Heliocentric; Optical; 599.6;  N;
WISEAJ143437.9;     survey; Equatorial; J2000; 14:34:37.9; +33:25:42.5; Heliocentric; Optical; 599.6;  N;
WISEAJ143507.4;     survey; Equatorial; J2000; 14:35:07.5; +33:57:06.3; Heliocentric; Optical; 659.5;  N;
SDSSJ143517.47;     survey; Equatorial; J2000; 14:35:17.5; +33:11:52.8; Heliocentric; Optical; 1199.2; N;
SDSSJ143546.77;     survey; Equatorial; J2000; 14:35:46.8; +33:30:29.8; Heliocentric; Optical; 1199.2; N;
WISEAJ143548.0;     survey; Equatorial; J2000; 14:35:48.1; +35:51:47.0; Heliocentric; Optical; 1199.2; N;
SDSSJ143619.59;     survey; Equatorial; J2000; 14:36:19.6; +34:49:24.0; Heliocentric; Optical; 899.4;  N;
WISEAJ143632.4;     survey; Equatorial; J2000; 14:36:32.5; +34:59:56.5; Heliocentric; Optical; 599.6;  N;
SDSSJ143633.17;     survey; Equatorial; J2000; 14:36:33.2; +35:04:34.6; Heliocentric; Optical; 599.6;  N;
SDSSJ143641.06;     survey; Equatorial; J2000; 14:36:41.1; +02:28:18.0; Heliocentric; Optical; 75.5;   N;
SDSSJ143646.80;     survey; Equatorial; J2000; 14:36:46.8; +34:21:42.3; Heliocentric; Optical; 599.6;  N;
SDSSJ143654.39;     survey; Equatorial; J2000; 14:36:54.4; +35:21:10.9; Heliocentric; Optical; 599.6;  N;
SDSSJ143755.23;     survey; Equatorial; J2000; 14:37:55.3; +34:03:14.3; Heliocentric; Optical; 899.4;  N;
WISEAJ143802.8;     survey; Equatorial; J2000; 14:38:02.9; +33:35:43.2; Heliocentric; Optical; 1199.2; N;
WISEAJ143819.8;     survey; Equatorial; J2000; 14:38:19.9; +33:29:41.2; Heliocentric; Optical; 899.4;  N;
SDSSJ143820.84;     survey; Equatorial; J2000; 14:38:20.8; +34:24:53.9; Heliocentric; Optical; 599.6;  N;
WISEAJ143837.5;     survey; Equatorial; J2000; 14:38:37.5; +35:13:03.7; Heliocentric; Optical; 1199.2; N;
WISEAJ143839.3;     survey; Equatorial; J2000; 14:38:39.4; +35:18:12.8; Heliocentric; Optical; 899.4;  N;
MRK0475;            survey; Equatorial; J2000; 14:39:05.5; +36:48:21.0; Heliocentric; Optical; 583.0;  N;
WISEAJ144021.8;     survey; Equatorial; J2000; 14:40:21.9; +54:13:29.0; Heliocentric; Optical; 624.2;  N;
GALEXASCJ14444;     survey; Equatorial; J2000; 14:44:49.8; +42:42:55.3; Heliocentric; Optical; 634.0;  N;
WISEAJ144519.9;     survey; Equatorial; J2000; 14:45:20.0; +25:41:53.9; Heliocentric; Optical; 1190.0; N;
WISEAJ144533.6;     survey; Equatorial; J2000; 14:45:33.6; +31:54:56.2; Heliocentric; Optical; 1208.0; N;
UGC09630;           survey; Equatorial; J2000; 14:47:26.6; +52:49:56.4; Heliocentric; Optical; 715.9;  N;
SDSSJ144744.54;     survey; Equatorial; J2000; 14:47:44.5; +36:30:16.7; Heliocentric; Optical; 1225.0; N;
WISEAJ144753.1;     survey; Equatorial; J2000; 14:47:53.2; -06:12:22.1; Heliocentric; Optical; 689.5;  N;
MCG-01-38-003;      survey; Equatorial; J2000; 14:48:48.0; -03:42:58.2; Heliocentric; Optical; 931.8;  N;
MRK0826;            survey; Equatorial; J2000; 14:50:02.8; +52:24:22.5; Heliocentric; Optical; 716.2;  N;
SDSSJ145053.09;     survey; Equatorial; J2000; 14:50:53.1; +34:11:50.5; Heliocentric; Optical; 1208.1; N;
UGC09560;           survey; Equatorial; J2000; 14:50:56.5; +35:34:18.0; Heliocentric; Optical; 1186.6; N;
WISEAJ145615.5;     survey; Equatorial; J2000; 14:56:15.5; +09:22:31.6; Heliocentric; Optical; 1071.1; N;
MCG+10-21-039;      survey; Equatorial; J2000; 14:56:31.1; +59:35:40.4; Heliocentric; Optical; 532.7;  N;
2MASXJ14573938;     survey; Equatorial; J2000; 14:57:39.3; +26:39:53.8; Heliocentric; Optical; 1275.3; N;
NGC5832;            survey; Equatorial; J2000; 14:57:45.7; +71:40:56.4; Heliocentric; Optical; 440.0;  N;
SDSSJ145901.96;     survey; Equatorial; J2000; 14:59:02.0; +44:10:33.5; Heliocentric; Optical; 639.0;  N;
